Unnamed: 0,Inspect ID,Style Code,Order Number,Line Number,Quantity,User Code,Defect Found,Created Date,Maint Date,single_digit_year
79,12109,6,47986,Cool Kids Bike,2,0,1,20270511,20210511,6
80,12110,42,69985,Cool Kids Bike,1,0,1,20260511,20210511,5
81,12111,42,69985,Cool Kids Bike,1,0,1,20260511,20210511,5
82,12116,18,4993,Cool Kids Bike,1,0,1,20240511,20210511,3
83,12120,14,68828,Cool Kids Bike,1,0,1,20290511,20210511,8
84,12122,6,51770,Cool Kids Bike,1,0,1,20210511,20210511,0
85,12123,43,4677,Cool Kids Bike,1,0,1,20280511,20210511,7
86,12126,44,5061,Cool Kids Bike,1,0,1,20220511,20210511,1
87,12127,44,5061,Cool Kids Bike,2,0,1,20220511,20210511,1
88,12128,45,58910,Wheel Chair,1,0,1,20210511,20210511,0
89,12129,4,57782,Wheel Chair,1,0,1,20230511,20210511,2
90,12130,6,64007,Cool Kids Bike,2,0,1,20280511,20210511,7
91,12131,44,4926,Cool Kids Bike,1,0,1,20270511,20210511,6
92,12132,44,4926,Cool Kids Bike,2,0,1,20270511,20210511,6
93,12133,6,64007,Cool Kids Bike,1,0,1,20280511,20210511,7
94,12134,46,68924,Wheel Chair,1,0,1,20250511,20210511,4
95,12135,46,68924,Wheel Chair,2,0,1,20250511,20210511,4
96,12136,19,59513,Adult Mountain Bike,2,0,1,20240511,20210511,3
97,12137,19,59513,Adult Mountain Bike,1,0,1,20240511,20210511,3
98,12138,47,68924,Cool Kids Bike,1,0,1,20250511,20210511,4
99,12139,38,58274,Cool Kids Bike,2,0,1,20250511,20210511,4
100,12140,38,58274,Cool Kids Bike,1,0,1,20250511,20210511,4
101,12142,48,58625,Cool Kids Bike,1,0,1,20260511,20210511,5
102,12143,49,68376,Wheel Chair,1,0,1,20270511,20210511,6
103,12144,49,68376,Wheel Chair,1,0,1,20270511,20210511,6
104,12147,50,58547,Cool Kids Bike,1,0,1,20280511,20210511,7
105,12148,16,61054,Wheel Chair,2,0,1,20250511,20210511,4
106,12149,16,61054,Wheel Chair,1,0,1,20250511,20210511,4
107,12150,51,70308,Cool Kids Bike,1,0,1,20290511,20210511,8
108,12151,51,70308,Cool Kids Bike,1,0,1,20290511,20210511,8
109,12152,52,57782,Adult Road Bike,1,0,1,20230511,20210511,2
110,12153,53,45550,Wheel Chair,1,0,1,20210511,20210511,0
111,12049,54,60044,Wheel Chair,2,0,1,20250510,20210510,4
112,12050,54,60044,Wheel Chair,1,0,1,20250510,20210510,4
113,12054,55,66743,Wheel Chair,2,0,1,20240510,20210510,3
114,12055,55,66743,Wheel Chair,2,0,1,20240510,20210510,3
115,12056,55,66743,Wheel Chair,1,0,1,20240510,20210510,3
116,12057,55,66743,Wheel Chair,2,0,1,20240510,20210510,3
117,12063,39,65909,Wheel Chair,1,0,1,20300510,20210510,9
118,12064,56,62079,Cool Kids Bike,1,0,1,20300510,20210510,9
119,12065,56,62079,Cool Kids Bike,2,0,1,20300510,20210510,9
120,12066,57,61075,Wheel Chair,2,0,1,20260510,20210510,5
121,12067,57,61075,Wheel Chair,1,0,1,20260510,20210510,5
122,12068,58,59148,Wheel Chair,1,0,1,20290510,20210510,8
123,12070,20,51462,Adult Mountain Bike,1,0,1,20230510,20210510,2
124,12071,59,72130,Cool Kids Bike,1,0,1,20210510,20210510,0
125,12072,45,59148,Wheel Chair,1,0,1,20290510,20210510,8
126,12073,60,59148,Cool Kids Bike,2,0,1,20290510,20210510,8
127,12074,60,59148,Cool Kids Bike,1,0,1,20290510,20210510,8
128,12083,61,58514,Wheel Chair,1,0,1,20250510,20210510,4
129,12093,21,61494,Cool Kids Bike,1,0,1,20250510,20210510,4
130,12094,62,58616,Wheel Chair,1,0,1,20270510,20210510,6
131,12095,62,58616,Wheel Chair,2,0,1,20270510,20210510,6
132,12028,34,46241,Cool Kids Bike,1,0,1,20220508,20210508,1
133,12029,63,46241,Boring Kids Bike,1,0,1,20220508,20210508,1
134,12030,63,46241,Boring Kids Bike,1,0,1,20220508,20210508,1
135,12031,20,53491,Adult Mountain Bike,1,0,1,20220508,20210508,1
136,12032,64,65789,Wheel Chair,1,0,1,20300508,20210508,9
137,12033,56,65789,Cool Kids Bike,2,0,1,20300508,20210508,9
138,12034,56,65789,Cool Kids Bike,1,0,1,20300508,20210508,9
139,12035,1,66441,Cool Kids Bike,1,0,1,20220508,20210508,1
140,12036,1,66441,Cool Kids Bike,2,0,1,20220508,20210508,1
141,12037,1,60049,Wheel Chair,2,0,1,20300508,20210508,9
142,12038,1,60049,Wheel Chair,1,0,1,20300508,20210508,9
143,12041,48,56286,Cool Kids Bike,1,0,1,20270508,20210508,6
144,12042,10,71084,Cool Kids Bike,1,0,1,20250508,20210508,4
145,12043,65,56740,Wheel Chair,1,0,1,20210508,20210508,0
146,12045,50,60825,Wheel Chair,1,0,1,20260508,20210508,5
147,12046,66,74737,Cool Kids Bike,1,0,1,20280508,20210508,7
148,12047,66,74737,Cool Kids Bike,1,0,1,20280508,20210508,7
149,11972,11,57851,Wheel Chair,1,0,1,20220507,20210507,1
150,11973,42,67714,Cool Kids Bike,2,0,1,20250507,20210507,4
151,11974,42,67714,Cool Kids Bike,2,0,1,20250507,20210507,4
152,11975,20,50814,Wheel Chair,1,0,1,20250507,20210507,4
153,11976,45,58683,Cool Kids Bike,1,0,1,20240507,20210507,3
154,11978,56,67492,Cool Kids Bike,1,0,1,20230507,20210507,2
155,11979,56,67492,Cool Kids Bike,2,0,1,20230507,20210507,2
156,11982,2,58367,Cool Kids Bike,1,0,1,20280507,20210507,7
157,11983,2,58367,Cool Kids Bike,2,0,1,20280507,20210507,7
158,11984,42,67714,Cool Kids Bike,1,0,1,20250507,20210507,4
159,11985,42,67714,Cool Kids Bike,1,0,1,20250507,20210507,4
160,11986,67,52001,Cool Kids Bike,1,0,1,20220507,20210507,1
161,11988,20,53019,Cool Kids Bike,2,0,1,20300507,20210507,9
162,11989,51,70733,Cool Kids Bike,1,0,1,20240507,20210507,3
163,11990,51,70733,Cool Kids Bike,1,0,1,20240507,20210507,3
164,11991,20,54237,Cool Kids Bike,1,0,1,20280507,20210507,7
165,11994,68,45350,Cool Kids Bike,1,0,1,20210507,20210507,0
166,12002,69,69728,Cool Kids Bike,1,0,1,20290507,20210507,8
167,12007,70,69506,Cool Kids Bike,2,0,1,20270507,20210507,6
168,12008,70,69506,Cool Kids Bike,2,0,1,20270507,20210507,6
169,12021,71,53491,Wheel Chair,1,0,1,20220507,20210507,1
170,11927,10,53105,Cool Kids Bike,1,0,1,20260506,20210506,5
171,11928,72,69942,Wheel Chair,1,0,1,20230506,20210506,2
172,11929,72,69942,Wheel Chair,1,0,1,20230506,20210506,2
173,11930,73,61467,Adult Mountain Bike,1,0,1,20280506,20210506,7
174,11931,73,61467,Adult Mountain Bike,2,0,1,20280506,20210506,7
175,11932,33,67582,Cool Kids Bike,2,0,1,20230506,20210506,2
176,11933,33,67582,Cool Kids Bike,1,0,1,20230506,20210506,2
177,11935,16,53019,Boring Kids Bike,1,0,1,20300506,20210506,9
178,11936,16,53019,Boring Kids Bike,2,0,1,20300506,20210506,9
179,11939,74,58801,Cool Kids Bike,1,0,1,20220506,20210506,1
180,11941,23,63306,Wheel Chair,1,0,1,20270506,20210506,6
181,11943,23,63306,Wheel Chair,1,0,1,20270506,20210506,6
182,11944,23,63306,Wheel Chair,1,0,1,20270506,20210506,6
183,11945,75,57900,Cool Kids Bike,1,0,1,20210506,20210506,0
184,11953,75,58049,Cool Kids Bike,1,0,1,20300506,20210506,9
185,11957,72,67350,Cool Kids Bike,1,0,1,20210506,20210506,0
186,11958,72,67350,Cool Kids Bike,1,0,1,20210506,20210506,0
187,11961,76,69716,Adult Mountain Bike,1,0,1,20270506,20210506,6
188,11962,76,69716,Adult Mountain Bike,1,0,1,20270506,20210506,6
189,11917,2,66459,Boring Kids Bike,1,0,1,20300506,20210506,9
190,11918,2,66459,Boring Kids Bike,2,0,1,20300506,20210506,9
191,11919,77,50814,Wheel Chair,2,0,1,20250506,20210506,4
192,11920,77,50814,Wheel Chair,1,0,1,20250506,20210506,4
193,11921,78,66652,Cool Kids Bike,1,0,1,20230506,20210506,2
194,11922,78,66652,Cool Kids Bike,1,0,1,20230506,20210506,2
195,11844,24,55826,Cool Kids Bike,1,0,1,20270505,20210505,6
196,11845,24,55826,Cool Kids Bike,1,0,1,20270505,20210505,6
197,11846,24,55826,Cool Kids Bike,1,0,1,20270505,20210505,6
198,11847,25,55826,Boring Kids Bike,1,0,1,20270505,20210505,6
199,11849,79,70733,Adult Road Bike,1,0,1,20240505,20210505,3
200,11850,79,70733,Adult Road Bike,1,0,1,20240505,20210505,3
201,11851,79,70733,Adult Road Bike,2,0,1,20240505,20210505,3
202,11852,79,70733,Adult Road Bike,2,0,1,20240505,20210505,3
203,11853,80,59799,Wheel Chair,1,0,1,20300505,20210505,9
204,11854,80,59799,Wheel Chair,1,0,1,20300505,20210505,9
205,11855,81,67598,Cool Kids Bike,1,0,1,20290505,20210505,8
206,11856,81,67598,Cool Kids Bike,1,0,1,20290505,20210505,8
207,11863,80,59799,Wheel Chair,2,0,1,20300505,20210505,9
208,11864,80,59799,Wheel Chair,2,0,1,20300505,20210505,9
209,11865,26,73944,Cool Kids Bike,2,0,1,20250505,20210505,4
210,11866,26,73944,Cool Kids Bike,2,0,1,20250505,20210505,4
211,11867,33,68384,Cool Kids Bike,1,0,1,20250505,20210505,4
212,11868,33,68384,Cool Kids Bike,2,0,1,20250505,20210505,4
213,11869,26,73944,Cool Kids Bike,4,0,1,20250505,20210505,4
214,11870,26,73944,Cool Kids Bike,4,0,1,20250505,20210505,4
215,11871,26,73944,Cool Kids Bike,3,0,1,20250505,20210505,4
216,11872,26,73944,Cool Kids Bike,3,0,1,20250505,20210505,4
217,11873,26,73944,Cool Kids Bike,6,0,1,20250505,20210505,4
218,11874,26,73944,Cool Kids Bike,6,0,1,20250505,20210505,4
219,11875,82,66665,Cool Kids Bike,1,0,1,20260505,20210505,5
220,11876,26,73944,Cool Kids Bike,5,0,1,20250505,20210505,4
221,11877,26,73944,Cool Kids Bike,5,0,1,20250505,20210505,4
222,11878,26,73944,Cool Kids Bike,1,0,1,20250505,20210505,4
223,11879,26,73944,Cool Kids Bike,1,0,1,20250505,20210505,4
224,11896,83,61049,Wheel Chair,1,0,1,20300505,20210505,9
225,11897,20,58274,Wheel Chair,1,0,1,20250505,20210505,4
226,11898,84,59340,Wheel Chair,1,0,1,20210505,20210505,0
227,11899,27,55696,Wheel Chair,1,0,1,20270505,20210505,6
228,11900,49,66817,Wheel Chair,1,0,1,20280505,20210505,7
229,11901,49,66817,Wheel Chair,1,0,1,20280505,20210505,7
230,11906,3,74147,Wheel Chair,1,0,1,20280505,20210505,7
231,11907,3,74147,Wheel Chair,1,0,1,20280505,20210505,7
232,11830,12,49692,Wheel Chair,1,0,1,20230504,20210504,2
233,11833,85,54242,Cool Kids Bike,1,0,1,20230504,20210504,2
234,11836,29,59799,Wheel Chair,1,0,1,20300504,20210504,9
235,11837,29,59799,Wheel Chair,2,0,1,20300504,20210504,9
236,12181,5,54770,Cool Kids Bike,1,0,1,20210512,20210512,0
237,12150,51,70308,Cool Kids Bike,1,0,1,20290511,20210511,8
238,12151,51,70308,Cool Kids Bike,1,0,1,20290511,20210511,8
239,11830,12,49692,Wheel Chair,1,0,1,20230504,20210504,2
240,11858,86,69065,Adult Road Bike,1,0,1,20260505,20210505,5
241,12183,41,74475,Cool Kids Bike,1,0,1,20260512,20210512,5
242,11855,81,67598,Cool Kids Bike,1,0,1,20290505,20210505,8
243,11856,81,67598,Cool Kids Bike,1,0,1,20290505,20210505,8
244,11934,57,61307,Cool Kids Bike,1,0,1,20280506,20210506,7
245,12157,87,60313,Wheel Chair,1,0,0,20240512,20210512,3
246,12158,88,66468,Cool Kids Bike,1,0,0,20290512,20210512,8
247,12177,89,59384,Wheel Chair,2,0,0,20250512,20210512,4
248,12187,90,72961,Cool Kids Bike,1,0,0,20220512,20210512,1
249,12188,91,71809,Wheel Chair,1,0,0,20300512,20210512,9
250,12102,10,73945,Cool Kids Bike,1,0,0,20260511,20210511,5
251,12106,92,69557,Wheel Chair,1,0,0,20280511,20210511,7
252,12113,44,5204,Cool Kids Bike,2,0,0,20250511,20210511,4
253,12114,44,5204,Cool Kids Bike,1,0,0,20250511,20210511,4
254,12115,15,69731,Cool Kids Bike,1,0,0,20220511,20210511,1
255,12118,93,64976,Wheel Chair,1,0,0,20270511,20210511,6
256,12119,93,64976,Wheel Chair,2,0,0,20270511,20210511,6
257,12141,94,69890,Cool Kids Bike,1,0,0,20210511,20210511,0
258,12145,95,65553,Cool Kids Bike,1,0,0,20240511,20210511,3
259,12146,96,64948,Cool Kids Bike,1,0,0,20290511,20210511,8
260,12048,97,66172,Wheel Chair,1,0,0,20230510,20210510,2
261,12052,3,56872,Cool Kids Bike,1,0,0,20230510,20210510,2
262,12053,3,56872,Cool Kids Bike,1,0,0,20230510,20210510,2
263,12058,98,60809,Cool Kids Bike,1,0,0,20300510,20210510,9
264,12059,99,61790,Wheel Chair,1,0,0,20210510,20210510,0
265,12060,99,61790,Wheel Chair,2,0,0,20210510,20210510,0
266,12061,99,61790,Wheel Chair,3,0,0,20210510,20210510,0
267,12062,100,68024,Wheel Chair,1,0,0,20250510,20210510,4
268,12069,101,67011,Cool Kids Bike,1,0,0,20220510,20210510,1
269,12075,12,60309,Cool Kids Bike,1,0,0,20300510,20210510,9
270,12076,102,58451,Cool Kids Bike,1,0,0,20220510,20210510,1
271,12078,103,68923,Cool Kids Bike,2,0,0,20240510,20210510,3
272,12079,103,68923,Cool Kids Bike,1,0,0,20240510,20210510,3
273,12081,104,67508,Cool Kids Bike,1,0,0,20290510,20210510,8
274,12082,105,70189,Cool Kids Bike,1,0,0,20300510,20210510,9
275,12085,106,68376,Wheel Chair,1,0,0,20270510,20210510,6
276,12086,106,68376,Wheel Chair,1,0,0,20270510,20210510,6
277,12087,106,68376,Wheel Chair,2,0,0,20270510,20210510,6
278,12088,106,68376,Wheel Chair,2,0,0,20270510,20210510,6
279,12090,21,61494,Cool Kids Bike,1,0,0,20250510,20210510,4
280,12091,21,61494,Cool Kids Bike,1,0,0,20250510,20210510,4
281,12092,21,61494,Cool Kids Bike,1,0,0,20250510,20210510,4
282,12096,33,60052,Wheel Chair,1,0,0,20230510,20210510,2
283,12097,33,60052,Wheel Chair,2,0,0,20230510,20210510,2
284,12022,107,67284,Wheel Chair,1,0,0,20250508,20210508,4
285,12023,107,67284,Wheel Chair,1,0,0,20250508,20210508,4
286,12024,33,66445,Cool Kids Bike,1,0,0,20260508,20210508,5
287,12025,33,66445,Cool Kids Bike,2,0,0,20260508,20210508,5
288,12026,10,71857,Cool Kids Bike,1,0,0,20280508,20210508,7
289,12027,108,4635,Cool Kids Bike,1,0,0,20260508,20210508,5
290,12039,109,67498,Cool Kids Bike,2,0,0,20290508,20210508,8
291,12040,109,67498,Cool Kids Bike,2,0,0,20290508,20210508,8
292,12044,10,50533,Cool Kids Bike,1,0,0,20240508,20210508,3
293,11968,110,69735,Cool Kids Bike,2,0,0,20260507,20210507,5
294,11969,110,69735,Cool Kids Bike,1,0,0,20260507,20210507,5
295,11970,110,69735,Cool Kids Bike,2,0,0,20260507,20210507,5
296,11971,110,69735,Cool Kids Bike,1,0,0,20260507,20210507,5
297,11977,10,72895,Cool Kids Bike,1,0,0,20260507,20210507,5
298,11980,33,66098,Wheel Chair,1,0,0,20290507,20210507,8
299,11981,33,66098,Wheel Chair,2,0,0,20290507,20210507,8
300,11992,111,65800,Cool Kids Bike,1,0,0,20210507,20210507,0
301,11993,112,56856,Cool Kids Bike,1,0,0,20270507,20210507,6
302,11995,113,71782,Cool Kids Bike,1,0,0,20230507,20210507,2
303,11996,113,71782,Cool Kids Bike,1,0,0,20230507,20210507,2
304,11998,10,57347,Cool Kids Bike,1,0,0,20280507,20210507,7
305,11999,10,57347,Cool Kids Bike,2,0,0,20280507,20210507,7
306,12000,114,55363,Wheel Chair,1,0,0,20240507,20210507,3
307,12001,115,55363,Cool Kids Bike,1,0,0,20240507,20210507,3
308,12003,70,69506,Cool Kids Bike,1,0,0,20270507,20210507,6
309,12004,70,69506,Cool Kids Bike,1,0,0,20270507,20210507,6
310,12005,116,68268,Cool Kids Bike,1,0,0,20290507,20210507,8
311,12006,117,67679,Adult Mountain Bike,1,0,0,20300507,20210507,9
312,12009,118,66612,Cool Kids Bike,1,0,0,20230507,20210507,2
313,12010,119,62048,Cool Kids Bike,1,0,0,20290507,20210507,8
314,12011,120,50850,Cool Kids Bike,1,0,0,20210507,20210507,0
315,12012,120,50850,Cool Kids Bike,1,0,0,20210507,20210507,0
316,12013,120,50850,Cool Kids Bike,1,0,0,20210507,20210507,0
317,12014,120,50850,Cool Kids Bike,1,0,0,20210507,20210507,0
318,12015,120,50850,Cool Kids Bike,1,0,0,20210507,20210507,0
319,12016,121,67284,Wheel Chair,2,0,0,20250507,20210507,4
320,12017,121,67284,Wheel Chair,1,0,0,20250507,20210507,4
321,12018,121,67284,Wheel Chair,2,0,0,20250507,20210507,4
322,12019,121,67284,Wheel Chair,1,0,0,20250507,20210507,4
323,11908,10,75650,Cool Kids Bike,1,0,0,20210506,20210506,0
324,11909,10,75108,Cool Kids Bike,1,0,0,20290506,20210506,8
325,11910,10,72899,Cool Kids Bike,1,0,0,20300506,20210506,9
326,11911,109,67498,Cool Kids Bike,1,0,0,20290506,20210506,8
327,11912,109,67498,Cool Kids Bike,1,0,0,20290506,20210506,8
328,11913,45,58616,Wheel Chair,1,0,0,20270506,20210506,6
329,11914,122,67026,Cool Kids Bike,1,0,0,20270506,20210506,6
330,11915,122,67026,Cool Kids Bike,2,0,0,20270506,20210506,6
331,11916,20,53019,Cool Kids Bike,1,0,0,20300506,20210506,9
332,11923,33,66665,Wheel Chair,1,0,0,20260506,20210506,5
333,11924,33,66665,Wheel Chair,2,0,0,20260506,20210506,5
334,11925,82,66665,Cool Kids Bike,1,0,0,20260506,20210506,5
335,11937,123,51947,Cool Kids Bike,2,0,0,20280506,20210506,7
336,11938,123,51947,Cool Kids Bike,1,0,0,20280506,20210506,7
337,11942,23,63306,Wheel Chair,1,0,0,20270506,20210506,6
338,11946,33,62661,Wheel Chair,1,0,0,20220506,20210506,1
339,11947,33,62661,Wheel Chair,2,0,0,20220506,20210506,1
340,11948,124,68844,Cool Kids Bike,1,0,0,20250506,20210506,4
341,11949,124,68844,Cool Kids Bike,2,0,0,20250506,20210506,4
342,11950,76,71903,Cool Kids Bike,1,0,0,20240506,20210506,3
343,11951,76,71903,Cool Kids Bike,1,0,0,20240506,20210506,3
344,11952,41,67683,Wheel Chair,1,0,0,20240506,20210506,3
345,11954,96,59912,Wheel Chair,1,0,0,20230506,20210506,2
346,11955,73,58698,Boring Kids Bike,2,0,0,20290506,20210506,8
347,11956,73,58698,Boring Kids Bike,1,0,0,20290506,20210506,8
348,11960,125,70193,Cool Kids Bike,1,0,0,20240506,20210506,3
349,11963,110,67821,Wheel Chair,1,0,0,20220506,20210506,1
350,11964,126,62965,Cool Kids Bike,1,0,0,20260506,20210506,5
351,11965,126,62965,Cool Kids Bike,1,0,0,20260506,20210506,5
352,11966,126,62965,Cool Kids Bike,1,0,0,20260506,20210506,5
353,11967,126,62965,Cool Kids Bike,1,0,0,20260506,20210506,5
354,11848,127,66646,Wheel Chair,2,0,0,20270505,20210505,6
355,11857,86,69065,Adult Road Bike,1,0,0,20260505,20210505,5
356,11859,86,69065,Adult Road Bike,2,0,0,20260505,20210505,5
357,11860,86,69065,Adult Road Bike,2,0,0,20260505,20210505,5
358,11862,127,66646,Wheel Chair,1,0,0,20270505,20210505,6
359,11880,128,66135,Cool Kids Bike,1,0,0,20260505,20210505,5
360,11881,2,63355,Cool Kids Bike,2,0,0,20260505,20210505,5
361,11882,2,63355,Cool Kids Bike,1,0,0,20260505,20210505,5
362,11883,129,60514,Cool Kids Bike,1,0,0,20250505,20210505,4
363,11884,129,60514,Cool Kids Bike,1,0,0,20250505,20210505,4
364,11885,129,60514,Cool Kids Bike,1,0,0,20250505,20210505,4
365,11886,129,60514,Cool Kids Bike,1,0,0,20250505,20210505,4
366,11887,10,74617,Wheel Chair,2,0,0,20280505,20210505,7
367,11888,10,74617,Wheel Chair,1,0,0,20280505,20210505,7
368,11889,10,74617,Cool Kids Bike,1,0,0,20280505,20210505,7
369,11890,130,66652,Wheel Chair,2,0,0,20230505,20210505,2
370,11891,130,66652,Wheel Chair,2,0,0,20230505,20210505,2
371,11892,131,54492,Wheel Chair,1,0,0,20230505,20210505,2
372,11893,131,54492,Wheel Chair,1,0,0,20230505,20210505,2
373,11894,131,54492,Wheel Chair,1,0,0,20230505,20210505,2
374,11895,131,54492,Wheel Chair,1,0,0,20230505,20210505,2
375,11902,132,66655,Cool Kids Bike,1,0,0,20260505,20210505,5
376,11903,133,62975,Wheel Chair,1,0,0,20260505,20210505,5
377,11904,134,70395,Cool Kids Bike,1,0,0,20260505,20210505,5
378,11796,135,66252,Wheel Chair,2,0,0,20230504,20210504,2
379,11797,136,70711,Cool Kids Bike,1,0,0,20220504,20210504,1
380,11798,137,74589,Cool Kids Bike,1,0,0,20300504,20210504,9
381,11799,138,55888,Wheel Chair,1,0,0,20290504,20210504,8
382,11800,135,66252,Wheel Chair,1,0,0,20230504,20210504,2
383,11801,139,47787,Wheel Chair,1,0,0,20280504,20210504,7
384,11802,16,56657,Boring Kids Bike,2,0,0,20280504,20210504,7
385,11803,16,56657,Boring Kids Bike,1,0,0,20280504,20210504,7
386,11804,74,58483,Wheel Chair,1,0,0,20240504,20210504,3
387,11805,56,59263,Cool Kids Bike,1,0,0,20240504,20210504,3
388,11806,140,47787,Wheel Chair,1,0,0,20280504,20210504,7
389,11807,141,47787,Cool Kids Bike,1,0,0,20280504,20210504,7
390,11808,64,56546,Cool Kids Bike,1,0,0,20270504,20210504,6
391,11809,110,71228,Cool Kids Bike,1,0,0,20290504,20210504,8
